user_id,item_id,rating
488,356,-1.0
775,605,-1.0
618,256,-1.0
588,305,-1.0
715,443,-1.0
523,659,-1.0
607,505,-1.0
157,19,-1.0
351,99,-1.0
275,195,-1.0
307,171,-1.0
746,1244,-1.0
150,257,-1.0
206,271,-1.0
169,258,-1.0
841,267,-1.0
884,449,-1.0
733,311,-1.0
129,217,-1.0
57,222,-1.0
895,273,-1.0
274,68,-1.0
114,1071,-1.0
473,296,-1.0
333,1168,-1.0
505,227,-1.0
845,39,-1.0
325,53,-1.0
298,303,-1.0
660,229,-1.0
509,242,-1.0
194,649,-1.0
285,365,-1.0
193,76,-1.0
5,88,-1.0
505,331,-1.0
180,1066,-1.0
390,496,-1.0
881,226,-1.0
866,195,-1.0
453,314,-1.0
159,78,-1.0
748,656,-1.0
692,1309,-1.0
681,53,-1.0
404,1389,-1.0
497,1005,-1.0
603,97,-1.0
371,78,-1.0
661,589,-1.0
769,473,-1.0
619,1217,-1.0
236,190,-1.0
788,1010,-1.0
106,257,-1.0
320,629,-1.0
625,680,-1.0
167,470,-1.0
663,640,-1.0
105,658,-1.0
879,946,-1.0
224,284,-1.0
6,377,-1.0
58,609,-1.0
605,240,-1.0
93,53,-1.0
275,821,-1.0
713,236,-1.0
331,274,-1.0
798,304,-1.0
878,49,-1.0
404,1572,-1.0
710,240,-1.0
590,236,-1.0
804,517,-1.0
394,185,-1.0
266,447,-1.0
373,930,-1.0
41,411,-1.0
72,586,-1.0
61,7,-1.0
229,6,-1.0
55,433,-1.0
187,99,-1.0
197,78,-1.0
89,480,-1.0
136,248,-1.0
19,251,-1.0
270,519,-1.0
310,721,-1.0
488,310,-1.0
362,697,-1.0
377,154,-1.0
351,97,-1.0
617,417,-1.0
233,1196,-1.0
307,1045,-1.0
681,1186,-1.0
195,690,-1.0
326,548,-1.0
213,1015,-1.0
839,194,-1.0
845,621,-1.0
448,1402,-1.0
885,708,-1.0
861,131,-1.0
481,313,-1.0
378,201,-1.0
626,227,-1.0
249,525,-1.0
473,1284,-1.0
405,608,-1.0
359,481,-1.0
654,972,-1.0
938,281,-1.0
895,354,-1.0
900,407,-1.0
405,673,-1.0
88,149,-1.0
545,320,-1.0
357,131,-1.0
404,365,-1.0
757,92,-1.0
337,477,-1.0
448,247,-1.0
864,499,-1.0
746,12,-1.0
378,635,-1.0
697,419,-1.0
275,1168,-1.0
737,120,-1.0
304,1102,-1.0
870,350,-1.0
416,470,-1.0
247,180,-1.0
450,885,-1.0
697,485,-1.0
292,90,-1.0
704,544,-1.0
753,254,-1.0
120,425,-1.0
235,292,-1.0
200,1135,-1.0
536,1333,-1.0
206,300,-1.0
903,760,-1.0
356,120,-1.0
540,224,-1.0
888,0,-1.0
10,745,-1.0
737,78,-1.0
803,228,-1.0
249,97,-1.0
364,107,-1.0
349,652,-1.0
144,947,-1.0
204,314,-1.0
160,99,-1.0
465,897,-1.0
411,406,-1.0
485,286,-1.0
677,330,-1.0
255,126,-1.0
451,186,-1.0
91,24,-1.0
514,257,-1.0
292,364,-1.0
24,602,-1.0
473,324,-1.0
104,331,-1.0
84,479,-1.0
183,19,-1.0
279,313,-1.0
243,171,-1.0
867,135,-1.0
879,769,-1.0
39,244,-1.0
485,474,-1.0
74,831,-1.0
642,202,-1.0
69,81,-1.0
918,332,-1.0
377,684,-1.0
320,1329,-1.0
159,626,-1.0
926,1087,-1.0
885,481,-1.0
604,676,-1.0
56,150,-1.0
94,504,-1.0
863,594,-1.0
605,425,-1.0
388,177,-1.0
143,645,-1.0
233,617,-1.0
12,261,-1.0
697,425,-1.0
752,194,-1.0
59,8,-1.0
481,326,-1.0
699,221,-1.0
108,292,-1.0
372,478,-1.0
12,49,-1.0
758,180,-1.0
670,22,-1.0
388,80,-1.0
795,212,-1.0
434,215,-1.0
773,126,-1.0
878,274,-1.0
223,467,-1.0
917,745,-1.0
449,708,-1.0
242,214,-1.0
250,292,-1.0
270,171,-1.0
452,236,-1.0
930,676,-1.0
895,0,-1.0
748,807,-1.0
921,70,-1.0
685,88,-1.0
525,49,-1.0
895,264,-1.0
250,593,-1.0
343,57,-1.0
567,770,-1.0
238,338,-1.0
481,284,-1.0
84,391,-1.0
298,317,-1.0
717,280,-1.0
544,561,-1.0
40,97,-1.0
842,70,-1.0
428,92,-1.0
524,180,-1.0
639,133,-1.0
748,22,-1.0
63,30,-1.0
748,104,-1.0
512,321,-1.0
591,195,-1.0
409,688,-1.0
388,1072,-1.0
175,268,-1.0
568,674,-1.0
500,404,-1.0
781,1526,-1.0
298,809,-1.0
566,174,-1.0
532,425,-1.0
205,1392,-1.0
295,694,-1.0
639,32,-1.0
398,139,-1.0
206,714,-1.0
683,99,-1.0
302,154,-1.0
377,51,-1.0
619,430,-1.0
93,271,-1.0
218,3,-1.0
372,267,-1.0
466,108,-1.0
141,242,-1.0
787,421,-1.0
524,595,-1.0
275,345,-1.0
363,988,-1.0
325,182,-1.0
748,835,-1.0
879,421,-1.0
920,536,-1.0
926,14,-1.0
837,142,-1.0
795,217,-1.0
659,94,-1.0
869,661,-1.0
591,188,-1.0
558,526,-1.0
437,14,-1.0
550,745,-1.0
243,308,-1.0
286,266,-1.0
190,299,-1.0
670,449,-1.0
795,1030,-1.0
890,311,-1.0
116,213,-1.0
342,37,-1.0
458,251,-1.0
614,705,-1.0
206,733,-1.0
366,184,-1.0
761,268,-1.0
326,473,-1.0
496,414,-1.0
14,929,-1.0
5,514,-1.0
200,1218,-1.0
898,472,-1.0
335,49,-1.0
144,446,-1.0
275,172,-1.0
62,589,-1.0
441,11,-1.0
585,214,-1.0
58,14,-1.0
838,1083,-1.0
532,229,-1.0
501,348,-1.0
43,21,-1.0
734,6,-1.0
638,517,-1.0
925,261,-1.0
400,564,-1.0
86,229,-1.0
827,900,-1.0
476,737,-1.0
473,131,-1.0
307,44,-1.0
432,172,-1.0
660,215,-1.0
653,737,-1.0
327,1481,-1.0
10,522,-1.0
375,236,-1.0
804,196,-1.0
931,1182,-1.0
361,334,-1.0
118,544,-1.0
759,182,-1.0
693,117,-1.0
33,310,-1.0
82,927,-1.0
88,714,-1.0
787,1476,-1.0
320,477,-1.0
447,269,-1.0
69,676,-1.0
734,99,-1.0
169,290,-1.0
181,843,-1.0
51,286,-1.0
293,1197,-1.0
47,131,-1.0
262,919,-1.0
578,49,-1.0
665,476,-1.0
446,296,-1.0
193,433,-1.0
835,601,-1.0
2,270,-1.0
294,417,-1.0
89,310,-1.0
560,196,-1.0
653,86,-1.0
15,441,-1.0
222,337,-1.0
881,264,-1.0
531,631,-1.0
427,338,-1.0
384,191,-1.0
350,284,-1.0
605,78,-1.0
379,212,-1.0
499,727,-1.0
434,1101,-1.0
537,142,-1.0
180,1350,-1.0
298,178,-1.0
842,635,-1.0
565,11,-1.0
419,115,-1.0
89,1095,-1.0
252,516,-1.0
620,690,-1.0
390,60,-1.0
464,134,-1.0
693,690,-1.0
920,86,-1.0
893,344,-1.0
703,153,-1.0
451,70,-1.0
450,259,-1.0
462,862,-1.0
847,428,-1.0
590,932,-1.0
737,355,-1.0
567,301,-1.0
127,195,-1.0
17,63,-1.0
867,81,-1.0
9,21,-1.0
64,24,-1.0
392,49,-1.0
360,650,-1.0
105,954,-1.0
274,201,-1.0
57,209,-1.0
654,237,-1.0
885,8,-1.0
326,325,-1.0
770,68,-1.0
269,705,-1.0
37,138,-1.0
560,629,-1.0
221,732,-1.0
338,477,-1.0
853,920,-1.0
659,124,-1.0
706,524,-1.0
748,278,-1.0
706,110,-1.0
220,155,-1.0
906,1045,-1.0
53,257,-1.0
356,746,-1.0
654,1309,-1.0
822,469,-1.0
842,576,-1.0
61,274,-1.0
616,55,-1.0
0,126,-1.0
825,226,-1.0
801,262,-1.0
895,215,-1.0
14,117,-1.0
180,13,-1.0
368,269,-1.0
641,34,-1.0
327,369,-1.0
193,192,-1.0
922,248,-1.0
199,6,-1.0
109,1245,-1.0
654,653,-1.0
762,194,-1.0
795,515,-1.0
446,768,-1.0
880,428,-1.0
221,280,-1.0
346,869,-1.0
144,760,-1.0
520,71,-1.0
533,595,-1.0
466,274,-1.0
233,110,-1.0
342,821,-1.0
96,207,-1.0
331,221,-1.0
331,37,-1.0
118,221,-1.0
895,548,-1.0
888,522,-1.0
587,82,-1.0
861,202,-1.0
392,1046,-1.0
113,156,-1.0
296,146,-1.0
108,1012,-1.0
776,222,-1.0
920,403,-1.0
221,770,-1.0
292,203,-1.0
775,442,-1.0
465,266,-1.0
415,694,-1.0
285,764,-1.0
454,582,-1.0
841,1103,-1.0
921,211,-1.0
268,486,-1.0
333,9,-1.0
362,564,-1.0
579,122,-1.0
214,180,-1.0
502,185,-1.0
658,180,-1.0
223,376,-1.0
829,425,-1.0
161,180,-1.0
391,587,-1.0
293,879,-1.0
464,131,-1.0
453,658,-1.0
232,201,-1.0
693,186,-1.0
454,19,-1.0
491,477,-1.0
96,194,-1.0
99,331,-1.0
404,1558,-1.0
5,482,-1.0
384,203,-1.0
101,78,-1.0
587,163,-1.0
346,99,-1.0
502,68,-1.0
209,180,-1.0
822,421,-1.0
531,617,-1.0
915,22,-1.0
557,115,-1.0
503,121,-1.0
513,525,-1.0
223,378,-1.0
879,245,-1.0
325,432,-1.0
465,91,-1.0
193,385,-1.0
344,116,-1.0
67,469,-1.0
797,480,-1.0
456,242,-1.0
665,727,-1.0
69,185,-1.0
654,26,-1.0
63,589,-1.0
558,186,-1.0
623,327,-1.0
692,506,-1.0
58,753,-1.0
850,78,-1.0
523,1164,-1.0
476,14,-1.0
38,345,-1.0
893,977,-1.0
723,326,-1.0
703,209,-1.0
893,296,-1.0
504,153,-1.0
863,469,-1.0
805,673,-1.0
706,951,-1.0
550,14,-1.0
621,991,-1.0
248,38,-1.0
814,447,-1.0
726,663,-1.0
682,338,-1.0
84,323,-1.0
344,844,-1.0
388,130,-1.0
342,162,-1.0
911,151,-1.0
206,843,-1.0
918,24,-1.0
406,192,-1.0
706,1139,-1.0
312,64,-1.0
294,963,-1.0
12,525,-1.0
532,690,-1.0
803,160,-1.0
487,198,-1.0
180,1257,-1.0
855,257,-1.0
456,233,-1.0
157,176,-1.0
664,238,-1.0
540,1033,-1.0
542,980,-1.0
12,68,-1.0
785,482,-1.0
64,8,-1.0
380,496,-1.0
298,416,-1.0
144,37,-1.0
404,767,-1.0
571,298,-1.0
630,305,-1.0
565,241,-1.0
730,191,-1.0
93,249,-1.0
830,685,-1.0
115,659,-1.0
94,189,-1.0
84,160,-1.0
462,470,-1.0
683,690,-1.0
84,191,-1.0
220,258,-1.0
5,27,-1.0
53,256,-1.0
795,99,-1.0
892,236,-1.0
647,454,-1.0
629,254,-1.0
536,212,-1.0
621,10,-1.0
641,408,-1.0
150,215,-1.0
177,991,-1.0
717,877,-1.0
652,134,-1.0
38,299,-1.0
940,0,-1.0
150,527,-1.0
652,62,-1.0
14,267,-1.0
685,526,-1.0
911,608,-1.0
455,58,-1.0
93,475,-1.0
6,26,-1.0
713,292,-1.0
302,402,-1.0
542,527,-1.0
61,1026,-1.0
879,119,-1.0
856,257,-1.0
449,694,-1.0
415,66,-1.0
177,508,-1.0
921,21,-1.0
903,298,-1.0
453,76,-1.0
560,441,-1.0
206,690,-1.0
329,81,-1.0
795,926,-1.0
133,506,-1.0
812,324,-1.0
55,110,-1.0
73,688,-1.0
183,663,-1.0
168,133,-1.0
333,638,-1.0
93,217,-1.0
873,124,-1.0
734,267,-1.0
877,59,-1.0
188,180,-1.0
607,1117,-1.0
730,193,-1.0
906,722,-1.0
536,309,-1.0
822,0,-1.0
522,165,-1.0
404,1533,-1.0
542,174,-1.0
200,821,-1.0
915,818,-1.0
328,284,-1.0
499,474,-1.0
342,202,-1.0
644,215,-1.0
475,84,-1.0
728,311,-1.0
770,171,-1.0
720,302,-1.0
434,477,-1.0
499,180,-1.0
647,512,-1.0
12,637,-1.0
906,926,-1.0
346,369,-1.0
326,227,-1.0
255,1287,-1.0
578,3,-1.0
6,214,-1.0
486,226,-1.0
459,274,-1.0
41,401,-1.0
378,160,-1.0
589,136,-1.0
623,1087,-1.0
406,586,-1.0
564,9,-1.0
697,189,-1.0
829,818,-1.0
307,289,-1.0
507,210,-1.0
415,20,-1.0
45,124,-1.0
67,403,-1.0
108,67,-1.0
284,298,-1.0
221,37,-1.0
150,612,-1.0
156,1256,-1.0
144,725,-1.0
155,8,-1.0
349,614,-1.0
600,134,-1.0
22,1002,-1.0
519,988,-1.0
129,286,-1.0
665,516,-1.0
706,862,-1.0
220,54,-1.0
500,274,-1.0
496,576,-1.0
547,676,-1.0
242,658,-1.0
300,1026,-1.0
523,434,-1.0
362,223,-1.0
428,379,-1.0
833,149,-1.0
613,277,-1.0
723,325,-1.0
616,292,-1.0
681,244,-1.0
815,292,-1.0
770,947,-1.0
345,320,-1.0
335,589,-1.0
816,926,-1.0
444,92,-1.0
450,330,-1.0
10,212,-1.0
512,761,-1.0
654,53,-1.0
386,231,-1.0
806,501,-1.0
343,1046,-1.0
629,239,-1.0
135,281,-1.0
500,683,-1.0
366,557,-1.0
286,950,-1.0
773,218,-1.0
720,870,-1.0
310,576,-1.0
425,173,-1.0
157,823,-1.0
86,998,-1.0
659,795,-1.0
773,672,-1.0
905,124,-1.0
233,835,-1.0
332,97,-1.0
400,326,-1.0
209,97,-1.0
565,172,-1.0
10,193,-1.0
883,1212,-1.0
153,472,-1.0
795,427,-1.0
314,267,-1.0
859,325,-1.0
17,171,-1.0
329,98,-1.0
434,1149,-1.0
805,78,-1.0
72,11,-1.0
550,90,-1.0
505,197,-1.0
326,197,-1.0
362,94,-1.0
753,474,-1.0
850,923,-1.0
906,286,-1.0
818,343,-1.0
614,521,-1.0
467,610,-1.0
118,124,-1.0
773,237,-1.0
888,55,-1.0
47,209,-1.0
22,218,-1.0
431,221,-1.0
177,875,-1.0
932,183,-1.0
806,93,-1.0
748,172,-1.0
310,172,-1.0
568,331,-1.0
796,325,-1.0
655,344,-1.0
177,1049,-1.0
134,800,-1.0
931,118,-1.0
683,1026,-1.0
331,209,-1.0
41,425,-1.0
437,280,-1.0
233,88,-1.0
436,160,-1.0
279,194,-1.0
143,940,-1.0
91,498,-1.0
430,746,-1.0
416,553,-1.0
449,232,-1.0
647,233,-1.0
529,254,-1.0
456,238,-1.0
834,204,-1.0
84,195,-1.0
248,68,-1.0
787,442,-1.0
746,237,-1.0
41,454,-1.0
218,1012,-1.0
845,62,-1.0
377,282,-1.0
804,143,-1.0
143,247,-1.0
450,881,-1.0
193,496,-1.0
876,300,-1.0
375,319,-1.0
183,257,-1.0
140,676,-1.0
393,171,-1.0
41,86,-1.0
471,371,-1.0
268,391,-1.0
255,550,-1.0
708,559,-1.0
333,864,-1.0
177,94,-1.0
914,689,-1.0
362,170,-1.0
494,575,-1.0
642,570,-1.0
891,493,-1.0
169,982,-1.0
360,274,-1.0
68,235,-1.0
621,1077,-1.0
221,420,-1.0
464,476,-1.0
619,442,-1.0
22,516,-1.0
373,401,-1.0
447,317,-1.0
757,714,-1.0
9,478,-1.0
94,471,-1.0
932,10,-1.0
866,30,-1.0
162,257,-1.0
104,749,-1.0
315,222,-1.0
186,51,-1.0
797,994,-1.0
297,87,-1.0
572,126,-1.0
649,481,-1.0
12,685,-1.0
262,270,-1.0
245,184,-1.0
832,519,-1.0
678,566,-1.0
4,175,-1.0
209,954,-1.0
344,720,-1.0
188,185,-1.0
444,149,-1.0
513,529,-1.0
408,472,-1.0
636,542,-1.0
404,446,-1.0
795,878,-1.0
75,1004,-1.0
37,407,-1.0
496,650,-1.0
685,180,-1.0
770,97,-1.0
649,703,-1.0
108,470,-1.0
709,49,-1.0
547,270,-1.0
703,352,-1.0
404,45,-1.0
93,763,-1.0
256,947,-1.0
757,808,-1.0
404,395,-1.0
362,71,-1.0
876,737,-1.0
96,429,-1.0
174,417,-1.0
15,171,-1.0
446,291,-1.0
866,655,-1.0
157,568,-1.0
401,18,-1.0
55,676,-1.0
392,777,-1.0
697,417,-1.0
806,594,-1.0
547,2,-1.0
926,153,-1.0
13,760,-1.0
888,163,-1.0
346,593,-1.0
160,209,-1.0
233,1048,-1.0
12,483,-1.0
405,496,-1.0
888,123,-1.0
177,718,-1.0
373,192,-1.0
654,3,-1.0
215,236,-1.0
398,99,-1.0
566,95,-1.0
566,502,-1.0
12,262,-1.0
934,117,-1.0
268,657,-1.0
718,740,-1.0
267,580,-1.0
471,1072,-1.0
127,727,-1.0
832,29,-1.0
406,153,-1.0
416,1181,-1.0
710,131,-1.0
269,52,-1.0
290,201,-1.0
503,24,-1.0
172,327,-1.0
880,676,-1.0
384,291,-1.0
706,92,-1.0
397,202,-1.0
885,397,-1.0
561,355,-1.0
295,180,-1.0
449,446,-1.0
880,254,-1.0
314,303,-1.0
711,942,-1.0
681,234,-1.0
434,750,-1.0
346,248,-1.0
654,1504,-1.0
850,16,-1.0
612,193,-1.0
434,463,-1.0
150,1099,-1.0
499,244,-1.0
822,271,-1.0
177,126,-1.0
733,161,-1.0
539,403,-1.0
314,229,-1.0
373,276,-1.0
344,171,-1.0
475,397,-1.0
885,1229,-1.0
103,352,-1.0
292,48,-1.0
333,228,-1.0
632,869,-1.0
523,181,-1.0
220,1008,-1.0
789,12,-1.0
391,509,-1.0
587,1409,-1.0
93,38,-1.0
691,1045,-1.0
98,237,-1.0
397,180,-1.0
792,180,-1.0
780,134,-1.0
654,257,-1.0
384,237,-1.0
582,274,-1.0
503,116,-1.0
504,417,-1.0
16,236,-1.0
599,182,-1.0
475,779,-1.0
663,478,-1.0
862,746,-1.0
523,208,-1.0
659,313,-1.0
448,746,-1.0
789,400,-1.0
526,954,-1.0
654,779,-1.0
905,742,-1.0
386,397,-1.0
823,987,-1.0
28,268,-1.0
863,57,-1.0
658,481,-1.0
477,1039,-1.0
549,890,-1.0
278,61,-1.0
523,495,-1.0
4,410,-1.0
380,190,-1.0
50,172,-1.0
436,519,-1.0
283,901,-1.0
496,144,-1.0
654,268,-1.0
94,180,-1.0
804,104,-1.0
789,172,-1.0
654,1477,-1.0
536,642,-1.0
762,236,-1.0
527,180,-1.0
921,150,-1.0
720,266,-1.0
449,481,-1.0
127,391,-1.0
434,407,-1.0
648,0,-1.0
733,477,-1.0
397,428,-1.0
803,445,-1.0
292,499,-1.0
675,326,-1.0
118,53,-1.0
830,143,-1.0
661,99,-1.0
789,1130,-1.0
888,82,-1.0
365,756,-1.0
459,320,-1.0
41,460,-1.0
629,893,-1.0
185,279,-1.0
241,304,-1.0
117,209,-1.0
306,1026,-1.0
813,442,-1.0
338,11,-1.0
895,1110,-1.0
804,932,-1.0
6,292,-1.0
619,740,-1.0
55,163,-1.0
236,496,-1.0
711,621,-1.0
12,99,-1.0
605,383,-1.0
669,478,-1.0
730,484,-1.0
449,898,-1.0
621,160,-1.0
393,447,-1.0
652,421,-1.0
61,163,-1.0
514,342,-1.0
101,49,-1.0
88,275,-1.0
547,254,-1.0
842,390,-1.0
310,53,-1.0
144,765,-1.0
845,371,-1.0
920,690,-1.0
429,525,-1.0
90,649,-1.0
61,745,-1.0
8,200,-1.0
20,559,-1.0
726,800,-1.0
781,126,-1.0
342,506,-1.0
822,63,-1.0
317,657,-1.0
810,302,-1.0
398,548,-1.0
581,180,-1.0
765,949,-1.0
116,236,-1.0
434,720,-1.0
17,605,-1.0
829,201,-1.0
416,65,-1.0
633,506,-1.0
307,376,-1.0
795,793,-1.0
560,642,-1.0
934,844,-1.0
342,658,-1.0
193,1204,-1.0
390,190,-1.0
847,586,-1.0
565,703,-1.0
7,429,-1.0
835,521,-1.0
10,524,-1.0
98,21,-1.0
585,95,-1.0
503,412,-1.0
168,536,-1.0
899,120,-1.0
883,919,-1.0
255,1039,-1.0
392,24,-1.0
578,431,-1.0
478,487,-1.0
120,715,-1.0
109,1186,-1.0
753,242,-1.0
55,153,-1.0
650,688,-1.0
326,160,-1.0
746,427,-1.0
275,941,-1.0
906,469,-1.0
640,197,-1.0
415,85,-1.0
516,746,-1.0
813,97,-1.0
487,320,-1.0
937,116,-1.0
933,961,-1.0
285,813,-1.0
338,144,-1.0
297,133,-1.0
314,739,-1.0
326,203,-1.0
785,469,-1.0
536,525,-1.0
850,336,-1.0
602,171,-1.0
654,221,-1.0
294,88,-1.0
550,1134,-1.0
806,1442,-1.0
384,426,-1.0
63,474,-1.0
238,1113,-1.0
675,893,-1.0
435,745,-1.0
348,1126,-1.0
921,227,-1.0
937,674,-1.0
662,244,-1.0
320,60,-1.0
213,7,-1.0
218,880,-1.0
825,101,-1.0
693,298,-1.0
378,647,-1.0
617,594,-1.0
529,180,-1.0
302,777,-1.0
473,669,-1.0
455,473,-1.0
850,1673,-1.0
496,942,-1.0
457,173,-1.0
223,282,-1.0
531,1298,-1.0
373,821,-1.0
157,171,-1.0
631,586,-1.0
534,38,-1.0
278,15,-1.0
638,164,-1.0
628,195,-1.0
560,492,-1.0
550,1077,-1.0
320,211,-1.0
536,80,-1.0
145,284,-1.0
795,1010,-1.0
152,320,-1.0
605,86,-1.0
274,518,-1.0
784,659,-1.0
63,729,-1.0
17,507,-1.0
658,72,-1.0
513,177,-1.0
490,115,-1.0
909,749,-1.0
225,23,-1.0
42,50,-1.0
106,321,-1.0
129,411,-1.0
770,401,-1.0
714,469,-1.0
294,108,-1.0
505,514,-1.0
547,458,-1.0
740,288,-1.0
895,152,-1.0
879,732,-1.0
930,544,-1.0
410,78,-1.0
454,23,-1.0
783,269,-1.0
746,230,-1.0
536,89,-1.0
298,471,-1.0
841,268,-1.0
379,284,-1.0
663,30,-1.0
917,643,-1.0
522,8,-1.0
609,350,-1.0
310,204,-1.0
268,637,-1.0
580,917,-1.0
193,120,-1.0
877,171,-1.0
41,677,-1.0
915,88,-1.0
669,657,-1.0
857,332,-1.0
869,179,-1.0
715,47,-1.0
236,472,-1.0
838,506,-1.0
673,116,-1.0
682,680,-1.0
592,629,-1.0
652,393,-1.0
405,156,-1.0
289,116,-1.0
499,44,-1.0
2,315,-1.0
22,470,-1.0
129,690,-1.0
642,151,-1.0
93,201,-1.0
765,482,-1.0
861,98,-1.0
714,89,-1.0
268,819,-1.0
849,70,-1.0
20,974,-1.0
53,274,-1.0
665,428,-1.0
859,947,-1.0
667,267,-1.0
366,4,-1.0
345,63,-1.0
846,92,-1.0
267,708,-1.0
329,737,-1.0
369,97,-1.0
668,245,-1.0
909,843,-1.0
547,338,-1.0
239,871,-1.0
832,127,-1.0
285,525,-1.0
428,273,-1.0
680,1174,-1.0
307,138,-1.0
720,215,-1.0
838,453,-1.0
874,44,-1.0
129,93,-1.0
814,152,-1.0
781,1252,-1.0
681,1435,-1.0
42,1053,-1.0
377,574,-1.0
693,417,-1.0
220,467,-1.0
565,409,-1.0
531,69,-1.0
56,242,-1.0
342,1006,-1.0
362,79,-1.0
526,18,-1.0
609,186,-1.0
659,1238,-1.0
11,171,-1.0
598,680,-1.0
290,218,-1.0
46,284,-1.0
168,604,-1.0
931,677,-1.0
388,1449,-1.0
712,340,-1.0
304,467,-1.0
733,496,-1.0
449,587,-1.0
17,486,-1.0
871,923,-1.0
628,330,-1.0
830,739,-1.0
867,707,-1.0
805,1,-1.0
649,292,-1.0
937,24,-1.0
812,292,-1.0
292,516,-1.0
869,195,-1.0
10,447,-1.0
801,233,-1.0
503,138,-1.0
298,605,-1.0
323,1092,-1.0
746,1132,-1.0
291,55,-1.0
144,1009,-1.0
877,648,-1.0
327,67,-1.0
371,324,-1.0
147,1147,-1.0
787,653,-1.0
242,92,-1.0
5,80,-1.0
378,292,-1.0
677,274,-1.0
797,80,-1.0
831,259,-1.0
428,671,-1.0
307,631,-1.0
338,123,-1.0
503,400,-1.0
150,433,-1.0
0,1,-1.0
261,1011,-1.0
118,1099,-1.0
718,316,-1.0
895,227,-1.0
630,313,-1.0
748,97,-1.0
513,273,-1.0
194,505,-1.0
267,177,-1.0
863,65,-1.0
797,1181,-1.0
804,179,-1.0
